Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_910.jpg;-8.008862;0;0;0;99.66999;85.589;0.0002292581;38.67888;-3.258451E-07
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_977.jpg;-12.01368;0;0;0;99.66999;85.589;0.0002269833;36.63693;4.602152E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_043.jpg;-15;0;0;0;99.66999;85.589;0.0002248829;34.05451;1.074028E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_110.jpg;-15;0;0;0;99.66999;85.589;0.0002237407;30.4545;1.832389E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_177.jpg;-15;0;0;0;99.66999;85.589;0.0002234023;27.75448;2.268664E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_243.jpg;-15;0;0;0;99.66999;85.589;0.0002239832;25.05446;2.654251E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_310.jpg;-15;0;0;0;99.66999;85.589;0.0002248081;21.45444;3.076701E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_377.jpg;-12.99522;0;0;0;99.66999;85.589;0.0002259377;18.99505;3.217883E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_444.jpg;-8.99658;0;0;0;99.66999;85.589;0.0002274996;17.13535;3.01059E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_510.jpg;-4.984202;0;0;0;99.66999;85.589;0.0002311149;15.69779;2.394583E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_577.jpg;-0.9919238;0;0;0;99.67;85.589;0.0002348899;15.39896;1.66053E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_643.jpg;0;0;0;0;99.67;85.589;0.0002390935;15.39896;8.269707E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_710.jpg;0;0;0;0;99.67;85.589;0.0002437619;15.39896;-2.260918E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_53_777.jpg;0;0;0;0;99.67;85.589;0.0002469671;15.39896;-8.405506E-06
